Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,16,23:00:00,12,0,4.15%,314.8390960010076,63,3,4.15%,297.59681436435625,137,0,0.19%,325.83494622067826,82,1,0.63%,315.30533257305456
August,16,23:30:00,9,0,1.54%,281.4733719737281,49,1,1.54%,297.5807987479537,108,0,0.27%,323.84118781000893,65,1,1.04%,309.7634060735381
August,17,00:00:00,5,0,0.97%,396.7870333572274,30,0,0.97%,313.66835687659045,64,0,0.78%,325.7226811958053,38,0,0.47%,309.1622758827158
August,17,00:30:00,4,0,1.29%,341.2242686735654,22,0,1.29%,301.2076578714895,48,0,0.44%,321.45890022005466,27,0,0.17%,321.2480926922346
August,17,01:00:00,3,0,1.26%,374.1910489392364,10,0,1.26%,359.0214973791781,35,0,1.15%,317.6676050579919,21,0,0.31%,336.27038042943656
August,17,01:30:00,2,0,1.53%,327.7807864133555,6,0,1.53%,324.8879438367183,26,0,1.33%,319.4809292950014,16,0,0.7%,328.40294995598515
August,17,02:00:00,2,0,0.48%,375.8886354891191,4,0,0.48%,337.19365092224086,18,1,3.24%,296.44450883796367,11,0,1.83%,330.13773575569303
August,17,02:30:00,2,0,0.23%,335.2919912437081,3,0,0.23%,369.9029836499846,16,0,2.82%,314.50629213694816,8,0,1.03%,331.970000145125
August,17,03:00:00,2,0,0.19%,348.31741850405575,3,0,0.19%,379.76714498658254,11,0,3.95%,322.7230430736797,3,0,2.65%,386.56061053503817
August,17,03:30:00,2,0,0.0%,388.8406569990554,3,0,0.0%,321.9550820238087,11,0,0.42%,334.8104121490055,2,0,1.82%,281.9785704670148
August,17,04:00:00,2,0,0.0%,279.0863237644179,2,0,0.0%,304.37493183012725,10,0,1.42%,337.4835101214608,2,0,1.42%,431.0719532723464
August,17,04:30:00,2,0,0.0%,259.5069531089029,2,0,0.0%,284.8753622700423,10,0,1.37%,326.26744177892857,3,0,3.12%,350.3003399170666
August,17,05:00:00,2,0,0.0%,277.8329164236966,2,0,0.0%,351.0597998420943,12,0,0.99%,333.73378890201,3,0,1.53%,290.48126669288615
August,17,05:30:00,2,0,0.44%,322.12686303244215,3,0,0.44%,326.3588953165114,15,0,1.68%,300.6741111114811,2,0,0.17%,319.0005525778901
August,17,06:00:00,3,0,1.56%,279.16907785948143,4,0,1.56%,316.6738483960612,24,0,0.46%,270.2089549674434,10,0,0.87%,239.48891701307465
August,17,06:30:00,4,0,10.38%,285.2786641435495,6,1,10.38%,371.4593874119291,41,1,2.1%,262.4046982049203,18,1,2.93%,262.1072913112486
August,17,07:00:00,8,0,4.17%,281.36073998716694,19,1,4.17%,271.98040522362834,73,0,0.6%,264.0335774400731,32,0,0.5%,262.0669271014895
August,17,07:30:00,14,0,3.49%,330.3697116665901,31,1,3.49%,292.81890689435215,118,2,1.3%,261.5788251307235,55,0,0.63%,269.9580500584629
August,17,08:00:00,39,0,0.65%,272.44992464960563,61,0,0.65%,284.3750290939507,216,1,0.51%,281.444600099785,98,0,0.35%,272.92546736806725
August,17,08:30:00,68,1,0.78%,303.35150127805844,92,1,0.78%,305.24147088700107,315,2,0.66%,298.66617292641445,143,1,0.67%,283.66717661845223
August,17,09:00:00,100,0,0.4%,303.8003264669198,148,1,0.4%,302.26634036229007,445,2,0.45%,305.1708159348878,211,1,0.48%,284.64878669330994
August,17,09:30:00,127,0,0.38%,313.67203651881835,189,1,0.38%,317.0620695030198,564,7,1.2%,312.88087989874083,259,2,0.91%,289.23303568958863
August,17,10:00:00,149,0,0.25%,312.93173408597863,232,1,0.25%,317.66309515373166,665,6,0.83%,317.30591997612277,307,3,0.87%,296.7294139357372
August,17,10:30:00,174,0,0.25%,311.2982343706686,260,1,0.25%,330.3824891828491,737,11,1.48%,326.6711359662193,342,6,1.89%,305.1353853579243
August,17,11:00:00,185,0,0.19%,316.62372945213866,288,1,0.19%,332.1803741800007,789,7,0.83%,332.1861150388501,372,3,0.87%,307.90142843719286
August,17,11:30:00,192,1,0.31%,320.39759030623617,315,1,0.31%,333.9322790368973,823,10,1.22%,335.34308773232675,390,3,0.74%,309.1791665109911
August,17,12:00:00,198,1,0.45%,318.4598827019579,341,2,0.45%,334.05695774691634,833,9,1.12%,335.09743991181705,406,3,0.65%,308.6350066406796
August,17,12:30:00,202,1,0.61%,317.38237360606905,349,2,0.61%,339.33652303311237,838,15,1.77%,337.2435166182898,411,4,0.98%,308.72559560621875
August,17,13:00:00,201,1,0.48%,321.1173596331657,362,2,0.48%,333.08880664564293,828,7,0.89%,340.9229590335136,406,4,0.96%,311.49106654900936
August,17,13:30:00,201,1,0.27%,322.52245131603905,370,1,0.27%,333.06343949581515,821,13,1.54%,340.6382766291504,407,4,1.09%,312.67913481560186
August,17,14:00:00,205,1,0.25%,323.51728372527464,388,1,0.25%,335.1973521577347,830,9,1.09%,342.2752831698578,424,4,0.83%,311.5775070640633
August,17,14:30:00,209,1,0.52%,324.4319533782144,390,2,0.52%,339.8996155912579,833,13,1.51%,341.922774496441,425,6,1.43%,315.27401445506024
August,17,15:00:00,206,1,0.44%,322.00545743400113,389,2,0.44%,337.2448761820689,816,6,0.68%,343.1493169443894,420,3,0.8%,315.051116077222
August,17,15:30:00,207,1,0.64%,322.10900593900135,387,2,0.64%,335.99229765181906,808,9,1.07%,345.3216896235161,417,5,1.19%,313.3585496812734
August,17,16:00:00,205,1,0.27%,330.6957946930689,386,1,0.27%,340.2369572824177,797,5,0.63%,343.3450527156709,421,3,0.59%,316.9451034362493
August,17,16:30:00,197,0,0.12%,322.62006776375466,372,0,0.12%,340.26904682604703,766,4,0.47%,344.31495158019106,403,2,0.54%,316.82674630839523
August,17,17:00:00,174,1,0.47%,324.0398748593881,352,2,0.47%,340.94927042244785,721,6,0.85%,344.0614258911169,381,2,0.61%,319.13805882740843
August,17,17:30:00,153,1,0.42%,322.3463680722444,334,1,0.42%,342.4927195217487,672,6,0.85%,341.37871961579623,355,3,0.72%,315.5848718888043
August,17,18:00:00,134,0,0.25%,321.3280221683427,309,1,0.25%,340.68739614515846,616,6,0.99%,343.2185589927335,326,1,0.37%,316.1214053283375
August,17,18:30:00,114,0,0.34%,329.5755602538349,278,1,0.34%,336.86086979059746,549,5,0.84%,344.5446935308901,289,1,0.32%,317.73578855440155
August,17,19:00:00,77,0,0.2%,334.167511340406,250,0,0.2%,334.49670189670985,490,4,0.92%,342.57573690634473,266,2,0.6%,310.67800776714074
August,17,19:30:00,60,0,0.41%,320.91685694456885,227,1,0.41%,330.16861300781204,436,7,1.53%,341.87821252444235,242,2,0.98%,322.2907125962574
August,17,20:00:00,47,0,0.81%,320.60652372849626,198,2,0.81%,332.7641787639953,379,6,1.69%,342.11507186481566,212,3,1.28%,314.03820312308983
August,17,20:30:00,40,1,1.5%,312.16109055272125,171,3,1.5%,325.0757716903416,328,3,0.84%,337.1758530929708,185,1,0.63%,307.2992154687512
August,17,21:00:00,30,1,1.69%,314.45727371436953,141,2,1.69%,324.488082283378,275,1,0.35%,336.5725920602094,151,3,1.9%,313.4863701374979
August,17,21:30:00,23,0,0.92%,321.06010812866083,118,1,0.92%,325.51780962636633,228,1,0.35%,334.7014320192808,131,1,0.74%,315.73411917480075
August,17,22:00:00,18,0,0.38%,323.31998491370894,95,0,0.38%,318.90711840600255,188,1,0.59%,330.8599090247639,107,1,0.62%,315.88758453338966
August,17,22:30:00,13,1,7.97%,315.50364623000786,75,6,7.97%,311.41750211958407,149,1,0.41%,323.5384886162027,89,0,0.42%,311.928569637084
August,17,23:00:00,11,0,3.91%,333.4772234591683,56,2,3.91%,302.5788473886191,115,0,0.25%,320.7151658746658,69,0,0.24%,312.26596939261105
August,17,23:30:00,8,0,1.45%,300.1114994318887,43,1,1.45%,302.6845195470871,91,0,0.35%,318.9923607220796,55,0,0.39%,306.941794268255
August,18,00:00:00,4,0,0.69%,384.0005189320288,27,0,0.69%,302.5913876154679,56,0,0.77%,325.598058430998,34,0,0.65%,313.1402917146025
August,18,00:30:00,3,0,0.92%,328.4377542483668,19,0,0.92%,290.13068861036703,42,0,0.44%,321.44265875848055,24,0,0.24%,325.29869231584144
August,18,01:00:00,3,0,0.9%,361.6054024943861,8,0,0.9%,348.0662158929261,30,0,1.15%,317.70555424803445,18,0,0.43%,340.32098005304346
August,18,01:30:00,2,0,1.09%,315.1951399685052,5,0,1.09%,314.0543501253368,23,0,1.32%,319.6272597882771,14,0,0.96%,332.52613337131214
August,18,02:00:00,2,0,0.34%,363.3029890442688,4,0,0.34%,326.4817449857299,16,1,3.22%,296.645029982856,10,0,2.5%,334.3335029627402
August,18,02:30:00,2,0,0.16%,322.7063447988578,3,0,0.16%,359.19107771347365,14,0,2.8%,314.7068132818404,7,0,1.42%,336.16576735217217
August,18,03:00:00,2,0,0.14%,335.73177205920547,3,0,0.14%,369.0552390500716,10,0,3.92%,322.9777548701886,3,0,3.63%,390.8289615338055
August,18,03:30:00,2,0,0.0%,376.2550105542051,3,0,0.0%,311.24317608729774,10,0,0.42%,335.0651239455145,2,0,2.5%,286.2469214657821
August,18,04:00:00,1,0,0.0%,266.29980933921934,2,0,0.0%,293.6630258936163,9,0,1.41%,337.73822191796967,2,0,1.95%,435.3403042711137
August,18,04:30:00,1,0,0.0%,246.7204386837043,2,0,0.0%,274.1634563335313,9,0,1.36%,326.5221535754374,2,0,4.26%,354.4961071241137
August,18,05:00:00,1,0,0.0%,265.046401998498,2,0,0.0%,340.34789390558336,10,0,0.98%,333.9343100469023,2,0,2.11%,294.6770338999333
August,18,05:30:00,2,0,0.31%,309.5412165875918,3,0,0.31%,315.64698938000043,13,0,1.67%,300.87463225637345,2,0,0.24%,323.26890357665746
August,18,06:00:00,2,0,1.11%,266.3825634342828,3,0,1.11%,305.84025468467973,21,0,0.46%,270.35528546071913,9,0,1.2%,243.68468422012182
August,18,06:30:00,3,0,7.58%,272.49214971835096,5,0,7.58%,360.6257937005475,36,1,2.08%,262.4426473949628,16,1,4.01%,266.2304747265756
August,18,07:00:00,6,0,2.99%,268.37335758162004,17,1,2.99%,261.0251237373763,64,0,0.6%,263.8547640236492,28,0,0.69%,266.0449429333762
August,18,07:30:00,11,0,2.5%,317.1814612806948,27,1,2.5%,281.6202498583591,103,1,1.29%,261.0748678045999,48,0,0.86%,273.71831451518915
August,18,08:00:00,33,0,0.46%,258.6590703226655,53,0,0.46%,272.6896209584756,189,1,0.51%,280.2903549542622,86,0,0.49%,276.32281286619263
August,18,08:30:00,57,0,0.55%,288.55630704937664,81,0,0.55%,293.19099942691446,276,2,0.65%,296.8616399614923,126,1,0.92%,286.7016031579768
August,18,09:00:00,84,0,0.28%,288.0007923364965,130,0,0.28%,289.36405447810984,389,2,0.45%,302.4450418924834,185,1,0.66%,287.02995910735314
August,18,09:30:00,106,0,0.27%,296.86816248665343,165,0,0.27%,303.42965696961653,493,6,1.2%,309.34224608208734,227,3,1.25%,291.1787053533108
August,18,10:00:00,125,0,0.18%,295.52525611276883,203,0,0.18%,303.4222437459758,581,5,0.83%,313.0628076884534,270,3,1.2%,298.31216464085867
August,18,10:30:00,145,0,0.18%,292.8874164957172,228,0,0.18%,315.7765744504817,644,9,1.47%,321.9403078140005,300,8,2.6%,306.35521710444493
August,18,11:00:00,154,0,0.14%,297.8111756164907,252,0,0.14%,317.08770834815124,690,6,0.82%,327.13014297693167,327,4,1.2%,308.903508808553
August,18,11:30:00,160,0,0.22%,301.3841684902398,276,1,0.22%,318.47454988043626,719,9,1.21%,330.01616241232523,343,3,1.02%,310.0360792989109
August,18,12:00:00,165,1,0.32%,299.24559290561325,299,1,0.32%,318.2341652658438,728,8,1.12%,329.71632394019895,356,3,0.9%,309.2741680534389
August,18,12:30:00,168,1,0.43%,297.9672158293761,306,1,0.43%,323.3920427771693,732,13,1.76%,331.808209995055,360,5,1.35%,309.2921732272579
August,18,13:00:00,168,1,0.34%,301.90306983682103,317,1,0.34%,316.90095083995885,724,6,0.89%,335.5960337135121,356,5,1.32%,312.1302279617687
August,18,13:30:00,168,0,0.19%,303.3081615196944,324,1,0.19%,316.75389591526056,717,11,1.53%,335.3113513091489,358,5,1.5%,313.3908800200814
August,18,14:00:00,171,0,0.18%,304.1021259485817,340,1,0.18%,318.6444330274391,725,8,1.08%,336.8941671982397,372,4,1.15%,312.07150089338234
August,18,14:30:00,174,1,0.37%,304.81592762117316,342,1,0.37%,323.3466964609622,728,11,1.5%,336.54165852482294,373,7,1.96%,315.7680082843793
August,18,15:00:00,172,1,0.31%,302.5902996573082,341,1,0.31%,320.6919570517733,713,5,0.67%,337.87658227600457,369,4,1.1%,315.6176936982612
August,18,15:30:00,173,1,0.46%,302.6938481623084,339,2,0.46%,319.4393785215234,706,7,1.06%,340.1031456067478,366,6,1.63%,313.9251273023126
August,18,16:00:00,171,0,0.19%,311.28063691637595,338,1,0.19%,323.68403815212207,697,4,0.63%,338.2348900021357,369,3,0.82%,317.43909726556836
August,18,16:30:00,164,0,0.09%,303.4057779674101,326,0,0.09%,323.95950324549244,670,3,0.46%,339.4215514731224,354,3,0.75%,317.5384915128747
August,18,17:00:00,146,0,0.33%,305.82992496478505,309,1,0.33%,325.0047901665048,630,5,0.84%,339.4389790421313,335,3,0.85%,320.0675554070484
August,18,17:30:00,127,0,0.3%,304.538154138338,293,1,0.3%,326.7916148155467,587,5,0.84%,337.08141667651023,312,3,0.99%,316.7321198436047
August,18,18:00:00,112,0,0.18%,304.32328015582954,271,0,0.18%,325.351354763568,538,5,0.98%,339.3005906147638,286,1,0.51%,317.48640465829845
August,18,18:30:00,95,0,0.24%,313.17342218236666,243,1,0.24%,321.88989173361847,480,4,0.84%,341.11444101746974,254,1,0.45%,319.46370684296323
August,18,19:00:00,64,0,0.14%,318.97058115102766,219,0,0.14%,320.012474939213,428,4,0.91%,339.5248189542407,233,2,0.83%,312.55109363914283
August,18,19:30:00,50,0,0.29%,306.32253069623545,199,1,0.29%,316.0494493749267,381,6,1.51%,339.2066291336546,212,3,1.35%,324.38154984341986
August,18,20:00:00,39,0,0.57%,306.41393344085947,173,1,0.57%,319.0100784557215,332,6,1.68%,339.87701368696065,186,3,1.76%,316.419375537133
August,18,20:30:00,33,0,1.07%,298.16936824543274,150,2,1.07%,311.8084224815499,287,2,0.84%,335.2629388248154,163,1,0.87%,309.97072304967503
August,18,21:00:00,25,0,1.2%,300.86728736777764,124,1,1.2%,311.7074841740683,240,1,0.34%,334.9848217017537,133,3,2.6%,316.4482128853024
August,18,21:30:00,19,0,0.65%,307.6709897624173,104,1,0.65%,313.1022748416682,199,1,0.35%,333.43880557052466,115,1,1.02%,318.84112950604555
August,18,22:00:00,15,0,0.27%,310.1317345278137,83,0,0.27%,306.73495917104543,165,1,0.59%,329.92242648570755,94,1,0.85%,319.21234623979495
August,18,22:30:00,11,1,5.77%,302.5162638244609,66,4,5.77%,299.61040620923853,130,1,0.4%,322.81776868361266,78,0,0.58%,315.3984989269296
August,18,23:00:00,9,0,2.8%,320.4898410536214,49,1,2.8%,291.01512702801455,101,0,0.25%,320.26539920015887,61,0,0.33%,315.9536500576171
August,18,23:30:00,7,0,1.03%,287.3249850066901,38,0,1.03%,291.3641747362235,79,0,0.35%,318.6509753508058,48,0,0.54%,310.70205872498127
August,19,00:00:00,5,0,1.01%,409.9765784074224,31,0,1.01%,314.4138638541339,63,0,0.31%,328.89164303093764,38,0,0.59%,309.312186354946
August,19,00:30:00,4,0,1.34%,354.4138137237603,22,0,1.34%,301.8314770741625,47,0,0.18%,324.627862055187,27,0,0.22%,321.39800316446474
August,19,01:00:00,3,0,1.31%,387.38059398943136,10,0,1.31%,359.64531658185103,34,0,0.47%,320.8365668931243,21,0,0.4%,336.42029090166676
August,19,01:30:00,2,0,1.58%,340.97033146355045,6,0,1.58%,325.5117630393913,26,0,0.54%,322.7040817817503,16,0,0.88%,328.5528604282153
August,19,02:00:00,2,0,0.5%,389.0781805393141,4,0,0.5%,337.8174701249138,18,0,1.33%,299.66766132471264,11,0,2.29%,330.28764622792323
August,19,02:30:00,2,0,0.23%,348.48153629390305,3,0,0.23%,370.52680285265757,15,0,1.15%,317.6752539720805,8,0,1.3%,332.11991061735523
August,19,03:00:00,2,0,0.2%,361.5069635542507,3,0,0.2%,380.3909641892555,11,0,1.62%,325.94619556042863,3,0,3.33%,386.71052100726837
August,19,03:30:00,2,0,0.0%,402.03020204925036,3,0,0.0%,322.57890122648166,11,0,0.17%,338.0335646357545,2,0,2.29%,282.128480939245
August,19,04:00:00,1,0,0.0%,292.0750008342646,2,0,0.0%,304.9987510328002,10,0,0.58%,340.70666260820974,2,0,1.79%,431.2218637445766
August,19,04:30:00,2,0,0.0%,272.69649815909787,2,0,0.0%,285.49918147271524,10,0,0.55%,329.4905942656775,3,0,3.91%,350.45025038929674
August,19,05:00:00,2,0,0.0%,291.02246147389155,2,0,0.0%,351.6836190447673,12,0,0.4%,336.95694138875893,3,0,1.93%,290.63117716511636
August,19,05:30:00,2,0,0.46%,335.31640808263705,3,0,0.46%,326.98271451918436,15,0,0.68%,303.89726359823004,2,0,0.22%,319.1504630501203
August,19,06:00:00,2,0,1.62%,292.15775492932806,4,0,1.62%,317.29766759873417,24,0,0.19%,273.43210745419236,10,0,1.1%,239.63882748530483
August,19,06:30:00,4,0,10.74%,298.4682091937445,6,1,10.74%,372.08320661460203,41,0,0.85%,265.6278506916692,18,1,3.68%,262.2572017834788
August,19,07:00:00,8,0,4.33%,294.5502850373619,19,1,4.33%,272.6042244263013,72,0,0.24%,267.20253927520537,32,0,0.63%,262.2168375737197
August,19,07:30:00,13,0,3.62%,343.35838873643667,31,1,3.62%,293.4427260970251,117,1,0.53%,264.74778696585577,55,0,0.79%,270.1079605306931
August,19,08:00:00,38,0,0.67%,285.4386017194523,61,0,0.67%,284.99884829662363,214,0,0.2%,284.5593712833008,98,0,0.45%,273.07537784029745
August,19,08:30:00,66,1,0.81%,316.1393103675568,93,1,0.81%,305.9869778645446,313,1,0.26%,301.78094410993015,143,1,0.84%,283.81708709068243
August,19,09:00:00,97,0,0.41%,316.3872675760698,150,1,0.41%,303.13353511470405,442,1,0.18%,308.231396466787,211,1,0.6%,284.79869716554015
August,19,09:30:00,123,0,0.4%,326.05810964762,191,1,0.4%,317.9292642554338,559,3,0.49%,315.83307912740673,258,3,1.15%,289.3103623700987
August,19,10:00:00,144,0,0.26%,325.11693923443204,234,1,0.26%,318.53028990614564,659,2,0.34%,320.20392855317215,307,3,1.1%,296.87932440796743
August,19,10:30:00,168,0,0.26%,323.28257153877365,262,1,0.26%,331.2496839352631,731,4,0.6%,329.56914454326864,341,8,2.38%,305.21271203843435
August,19,11:00:00,178,0,0.2%,328.4071986398954,291,1,0.2%,333.16925670728523,783,3,0.33%,335.08412361589944,372,4,1.1%,308.05133890942307
August,19,11:30:00,185,1,0.32%,332.1810594939929,318,1,0.32%,334.9211615641818,816,4,0.49%,338.1869056577594,390,4,0.93%,309.3290769832213
August,19,12:00:00,191,1,0.47%,330.24335188971463,345,2,0.47%,335.16752804907134,826,4,0.45%,337.94125783724974,405,3,0.82%,308.71233332118965
August,19,12:30:00,195,1,0.63%,329.16584279382585,353,2,0.63%,340.4470933352674,830,6,0.72%,340.03314389210584,410,5,1.24%,308.80292228672874
August,19,13:00:00,194,1,0.5%,332.9008288209224,366,2,0.5%,334.19937694779793,821,3,0.36%,343.7667769589463,405,5,1.2%,311.5683932295194
August,19,13:30:00,194,1,0.29%,334.30592050379573,373,1,0.29%,334.0523220230997,814,5,0.62%,343.4820945545831,407,6,1.37%,312.82904528783206
August,19,14:00:00,198,1,0.26%,335.30075291303143,392,1,0.26%,336.3079224598897,823,4,0.44%,345.11910109529055,424,4,1.05%,311.7274175362935
August,19,14:30:00,201,1,0.54%,336.0145545856229,394,2,0.54%,341.0101858934129,826,5,0.61%,344.76659242187367,425,8,1.79%,315.42392492729044
August,19,15:00:00,199,1,0.46%,333.78892662175787,393,2,0.46%,338.3554464842239,809,2,0.27%,345.99313486982214,420,4,1.0%,315.2010265494522
August,19,15:30:00,200,1,0.67%,333.89247512675814,391,3,0.67%,337.10286795397406,801,3,0.43%,348.16550754894877,417,6,1.49%,313.5084601535036
August,19,16:00:00,198,1,0.29%,342.47926388082567,390,1,0.29%,341.3475275845727,791,2,0.25%,346.24306129272014,421,3,0.75%,317.09501390847953
August,19,16:30:00,190,0,0.13%,334.40353695151146,375,0,0.13%,341.25792935333163,760,1,0.19%,347.21296015724033,403,3,0.68%,316.9766567806254
August,19,17:00:00,168,1,0.48%,336.02421202749315,356,2,0.48%,342.05984072460285,715,2,0.34%,346.95943446816625,381,3,0.78%,319.28796929963863
August,19,17:30:00,147,1,0.44%,334.33070524034946,337,1,0.44%,343.4816020490332,666,2,0.34%,344.27672819284555,355,3,0.91%,315.7347823610345
August,19,18:00:00,129,0,0.26%,333.51322731679613,312,1,0.26%,341.67627867244295,610,2,0.4%,346.11656756978283,326,2,0.47%,316.2713158005677
August,19,18:30:00,110,0,0.35%,341.9616333826366,280,1,0.35%,337.72806454301144,544,2,0.34%,347.4968927595559,289,1,0.41%,317.8856990266317
August,19,19:00:00,74,0,0.2%,346.754452449556,252,1,0.2%,335.36389664912383,486,2,0.37%,345.58212678662727,265,2,0.76%,310.7553344476508
August,19,19:30:00,58,0,0.42%,333.7046660340672,229,1,0.42%,331.035807760226,432,3,0.62%,344.8846024047249,241,3,1.24%,322.3680392767674
August,19,20:00:00,45,0,0.84%,333.3943328179946,200,2,0.84%,333.63137351640927,376,3,0.68%,345.1756523967147,212,3,1.61%,314.18811359532003
August,19,20:30:00,38,1,1.56%,324.94889964221954,173,3,1.56%,325.9429664427556,325,1,0.34%,340.2364336248699,185,1,0.79%,307.4491259409814
August,19,21:00:00,29,1,1.76%,327.44595078421617,142,2,1.76%,325.23358926092146,272,0,0.14%,339.6331725921085,151,4,2.38%,313.6362806097281
August,19,21:30:00,22,0,0.95%,334.0487851985075,120,1,0.95%,326.38500437878037,226,0,0.14%,337.8162032027965,130,1,0.93%,315.8114458553108
August,19,22:00:00,18,0,0.39%,336.5095299639039,96,0,0.39%,319.652625383546,187,0,0.24%,334.0288708598963,107,1,0.78%,316.03749500561986
August,19,22:30:00,13,1,8.25%,328.69319128020277,76,6,8.25%,312.16300909712754,148,0,0.16%,326.70745045133503,89,0,0.53%,312.0784801093142
August,19,23:00:00,10,0,4.06%,346.4659005290149,57,2,4.06%,303.3243543661626,114,0,0.1%,323.8841277097982,69,0,0.3%,312.41587986484126
August,19,23:30:00,8,0,1.5%,313.3010444820837,44,1,1.5%,303.4300265246306,90,0,0.14%,322.1613225572119,55,0,0.5%,307.0917047404852
August,20,00:00:00,4,0,3.52%,409.5430473902718,27,1,3.52%,308.79227759107647,59,1,1.24%,331.82377827541654,37,1,1.41%,318.0568156019509
August,20,00:30:00,3,0,4.63%,353.9802827066098,19,1,4.63%,296.3315785859756,45,0,0.71%,327.66837860289917,26,0,0.52%,330.1426324114697
August,20,01:00:00,2,0,4.54%,386.9470629722808,9,0,4.54%,354.38879364340517,32,1,1.83%,323.87708344083643,20,0,0.95%,345.16492014867174
August,20,01:30:00,2,0,5.44%,340.7376684267482,5,0,5.44%,320.25524010094534,24,1,2.11%,325.74459832946246,16,0,2.1%,337.3700734669405
August,20,02:00:00,2,0,1.75%,388.8455175025118,4,0,1.75%,332.68263496133847,17,1,5.08%,302.7623685240414,11,1,5.35%,339.10485926664836
August,20,02:30:00,1,0,0.83%,348.0480052767525,3,0,0.83%,365.3919676890822,14,1,4.43%,320.7699611714092,8,0,3.06%,340.93712365608036
August,20,03:00:00,1,0,0.71%,361.0734325371002,3,0,0.71%,375.25612902568014,11,1,6.16%,329.09509341137397,3,0,7.64%,395.5277340459935
August,20,03:30:00,1,0,0.0%,401.59667103209983,3,0,0.0%,317.4440660629063,10,0,0.67%,341.12827183508324,2,0,5.34%,290.9456939779701
August,20,04:00:00,1,0,0.0%,291.84233779746233,2,0,0.0%,299.86391586922485,9,0,2.25%,343.80136980753844,2,0,4.2%,440.0390767833017
August,20,04:30:00,1,0,0.0%,272.26296714194734,2,0,0.0%,280.3643463091399,9,0,2.17%,332.5853014650062,2,0,8.92%,359.1948796363017
August,20,05:00:00,1,0,0.0%,290.588930456741,2,0,0.0%,346.5487838811919,11,0,1.58%,340.05164858808763,3,0,4.52%,299.4483902038415
August,20,05:30:00,2,0,1.61%,335.0837450458348,3,0,1.61%,321.847879355609,14,0,2.66%,306.9919707975588,2,0,0.52%,327.96767608884545
August,20,06:00:00,2,0,5.57%,291.9250918925258,3,0,5.57%,312.0411446602883,22,0,0.74%,276.4726240019045,10,0,2.6%,248.45604052402996
August,20,06:30:00,3,1,30.06%,298.03467817659396,5,2,30.06%,366.82668367615605,38,1,3.31%,268.6141765877648,18,2,8.41%,271.07441482220395
August,20,07:00:00,6,1,13.91%,293.91588603986304,17,2,13.91%,267.22601371298487,68,1,0.96%,270.1346745196844,31,0,1.51%,270.9614668207247
August,20,07:30:00,11,1,11.84%,342.7239897389378,28,3,11.84%,287.9428276088382,110,2,2.06%,267.5173502554849,53,1,1.88%,278.78000598597794
August,20,08:00:00,32,1,2.37%,284.0007308005602,54,1,2.37%,279.0121987089547,201,2,0.81%,287.00379066323023,95,1,1.07%,281.6748395038621
August,20,08:30:00,55,2,2.84%,313.6970995469231,83,2,2.84%,299.63526495226404,294,3,1.05%,303.90021958015996,139,3,2.0%,292.3439649625269
August,20,09:00:00,81,1,1.45%,312.94071685369454,133,2,1.45%,295.9300077783299,415,3,0.72%,309.9171467240839,204,3,1.43%,293.1078236622242
August,20,09:30:00,103,1,1.4%,321.8080870038515,169,2,1.4%,310.1172980447071,525,10,1.91%,317.13949482338745,250,7,2.72%,297.5469050750625
August,20,10:00:00,121,1,0.93%,320.2643126496186,207,2,0.93%,310.10988482106643,619,8,1.33%,321.1852003394532,297,8,2.59%,304.97069952949096
August,20,10:30:00,141,1,0.92%,317.62647303256693,232,2,0.92%,322.46421552557234,687,16,2.34%,330.33365372308333,330,18,5.54%,313.2315033682377
August,20,11:00:00,150,1,0.71%,322.55023215334035,257,2,0.71%,323.8970371981124,736,10,1.32%,335.6860608408643,360,9,2.6%,315.9975464475063
August,20,11:30:00,156,2,1.13%,326.1232250270896,282,3,1.13%,325.4055665052679,767,15,1.93%,338.6804615794911,378,8,2.21%,317.2752845213045
August,20,12:00:00,161,3,1.66%,323.984649442463,305,5,1.66%,325.16518189067546,777,14,1.79%,338.43481375898136,392,8,1.96%,316.5859570675527
August,20,12:30:00,164,4,2.22%,322.7062723662259,312,7,2.22%,330.3230594020009,780,22,2.8%,340.4725091622209,397,12,2.92%,316.6765460330919
August,20,13:00:00,164,3,1.76%,326.6421263736708,324,6,1.76%,323.953655239661,772,11,1.42%,344.26033288067794,392,11,2.85%,319.44201697588244
August,20,13:30:00,164,2,1.01%,328.0472180565441,331,3,1.01%,323.80660031496274,765,19,2.44%,343.97565047631474,394,13,3.23%,320.70266903419514
August,20,14:00:00,167,2,0.92%,328.84118248543143,347,3,0.92%,325.69713742714123,773,13,1.73%,345.5584663654056,410,10,2.49%,319.5284574909364
August,20,14:30:00,170,3,1.89%,329.5549841580229,349,7,1.89%,330.3994008606644,776,19,2.39%,345.2059576919888,411,17,4.21%,323.2249648819333
August,20,15:00:00,168,3,1.61%,327.329356194158,348,6,1.61%,327.74466145147545,760,8,1.08%,346.48669079155377,407,10,2.38%,323.0746502958152
